date,user_submitted_review,title,total_purchased,customer_type
2019-03-02,it was okay,R For Dummies,5,Business
2019-11-08,OK,Top 10 Mistakes R Beginners Make,2,Individual
2019-07-16,The author's other books were better,R For Dummies,8,Business
2019-07-22,Never read a better book,Secrets Of R For Advanced Students,,Business
2019-02-12,I learned a lot,Fundamentals of R For Beginners,5,Business
2019-07-30,Hated it,Fundamentals of R For Beginners,5,Business
2019-10-20,,Fundamentals of R For Beginners,3,Business
2019-10-25,Would not recommend,Secrets Of R For Advanced Students,5,Business
2019-06-16,Awesome!,R For Dummies,6,Business
2019-11-17,I learned a lot,Fundamentals of R For Beginners,4,Business
2019-10-20,Awesome!,R For Dummies,4,Business
2019-03-29,Hated it,R For Dummies,4,Business
2019-03-07,OK,Secrets Of R For Advanced Students,3,Business
2019-12-01,it was okay,Secrets Of R For Advanced Students,3,Individual
2019-01-14,Would not recommend,Fundamentals of R For Beginners,4,Business
2019-03-15,A lot of material was not needed,Fundamentals of R For Beginners,1,Business
2019-05-26,Awesome!,Fundamentals of R For Beginners,2,Business
2019-01-19,Hated it,Fundamentals of R For Beginners,,Business
2019-11-26,Never read a better book,Fundamentals of R For Beginners,5,Business
2019-02-01,NA,R For Dummies,6,Business
2019-01-02,I learned a lot,R vs Python: An Essay,4,Business
2019-08-25,Would not recommend,R For Dummies,4,Business
2019-09-07,Would not recommend,R For Dummies,4,Individual
2019-02-23,OK,R For Dummies,9,Business
2019-10-10,Never read a better book,Fundamentals of R For Beginners,4,Business
2019-11-07,I learned a lot,R For Dummies,5,Individual
2019-05-18,Never read a better book,R For Dummies,,Individual
2019-09-22,Never read a better book,Fundamentals of R For Beginners,2,Business
2019-01-12,it was okay,R vs Python: An Essay,2,Individual
2019-11-15,Would not recommend,R For Dummies,,Business
2019-07-26,Hated it,Secrets Of R For Advanced Students,4,Business
2019-07-21,Would not recommend,Secrets Of R For Advanced Students,6,Business
2019-06-08,A lot of material was not needed,Secrets Of R For Advanced Students,5,Business
2019-01-31,NA,R For Dummies,4,Business
2019-01-18,Would not recommend,Secrets Of R For Advanced Students,4,Business
2019-04-28,OK,Fundamentals of R For Beginners,2,Business
2019-07-19,Hated it,Secrets Of R For Advanced Students,,Business
2019-04-10,The author's other books were better,R vs Python: An Essay,3,Business
2019-07-05,Hated it,Fundamentals of R For Beginners,3,Business
2019-04-20,The author's other books were better,Fundamentals of R For Beginners,6,Business
2019-12-13,NA,Top 10 Mistakes R Beginners Make,1,Individual
2019-03-26,Would not recommend,Secrets Of R For Advanced Students,,Business
2019-06-11,NA,Fundamentals of R For Beginners,2,Business
2019-04-11,Would not recommend,R For Dummies,2,Business
2019-09-13,I learned a lot,R For Dummies,9,Business
2019-05-31,A lot of material was not needed,Top 10 Mistakes R Beginners Make,5,Business
2019-12-29,Hated it,Fundamentals of R For Beginners,6,Business
2019-09-19,Awesome!,R For Dummies,6,Individual
2019-04-17,Hated it,Fundamentals of R For Beginners,7,Business
2019-09-24,it was okay,Secrets Of R For Advanced Students,3,Individual
2019-02-14,The author's other books were better,R For Dummies,1,Individual
2019-10-09,The author's other books were better,R For Dummies,,Business
2019-11-07,Hated it,R For Dummies,,Business
2019-08-31,I learned a lot,Fundamentals of R For Beginners,4,Business
2019-09-19,I learned a lot,R For Dummies,4,Individual
2019-05-06,,Fundamentals of R For Beginners,2,Individual
2019-01-24,A lot of material was not needed,R For Dummies,2,Business
2019-12-24,I learned a lot,Fundamentals of R For Beginners,1,Business
2019-06-25,A lot of material was not needed,R For Dummies,4,Individual
2019-11-29,,Fundamentals of R For Beginners,6,Business
2019-07-13,it was okay,Secrets Of R For Advanced Students,6,Individual
2019-03-23,The author's other books were better,Fundamentals of R For Beginners,6,Individual
2019-08-07,Awesome!,R vs Python: An Essay,3,Business
2019-10-21,I learned a lot,R For Dummies,0,Business
2019-05-19,Would not recommend,R For Dummies,2,Business
2019-12-23,Would not recommend,R For Dummies,5,Business
2019-01-04,The author's other books were better,R vs Python: An Essay,5,Business
2019-07-01,it was okay,R For Dummies,3,Business
2019-05-06,A lot of material was not needed,Secrets Of R For Advanced Students,7,Business
2019-05-20,Hated it,Fundamentals of R For Beginners,2,Business
2019-10-21,Awesome!,R For Dummies,3,Business
2019-05-06,Never read a better book,R vs Python: An Essay,4,Business
2019-04-18,The author's other books were better,Fundamentals of R For Beginners,4,Individual
2019-06-15,A lot of material was not needed,Fundamentals of R For Beginners,,Business
2019-01-14,I learned a lot,R For Dummies,8,Business
2019-10-29,Never read a better book,R For Dummies,,Business
2019-04-12,,R vs Python: An Essay,4,Individual
2019-04-25,it was okay,Fundamentals of R For Beginners,,Individual
2019-04-15,NA,R For Dummies,,Individual
2019-01-11,I learned a lot,R For Dummies,,Business
2019-04-19,Awesome!,Secrets Of R For Advanced Students,8,Business
2019-06-16,I learned a lot,Secrets Of R For Advanced Students,3,Business
2019-07-13,Awesome!,Fundamentals of R For Beginners,2,Business
2019-11-22,A lot of material was not needed,R vs Python: An Essay,5,Individual
2019-05-08,The author's other books were better,R vs Python: An Essay,,Business
2019-08-30,Hated it,Secrets Of R For Advanced Students,5,Individual
2019-05-03,Would not recommend,Fundamentals of R For Beginners,4,Business
2019-08-04,OK,R vs Python: An Essay,5,Individual
2019-08-29,A lot of material was not needed,R For Dummies,0,Business
2019-02-15,,Fundamentals of R For Beginners,5,Business
2019-12-18,A lot of material was not needed,Fundamentals of R For Beginners,,Individual
2019-01-23,it was okay,R For Dummies,5,Individual
2019-08-23,OK,Top 10 Mistakes R Beginners Make,7,Business
2019-08-01,A lot of material was not needed,R For Dummies,4,Business
2019-05-17,NA,Fundamentals of R For Beginners,4,Business
2019-10-18,I learned a lot,Fundamentals of R For Beginners,5,Business
2019-12-12,NA,Fundamentals of R For Beginners,2,Individual
2019-08-04,Awesome!,Secrets Of R For Advanced Students,5,Individual
2019-02-11,A lot of material was not needed,Secrets Of R For Advanced Students,4,Business
2019-05-22,Never read a better book,R vs Python: An Essay,2,Individual
2019-08-14,Hated it,Fundamentals of R For Beginners,6,Business
2019-11-20,Awesome!,Fundamentals of R For Beginners,7,Individual
2019-03-16,Hated it,Fundamentals of R For Beginners,,Business
2019-10-09,NA,Fundamentals of R For Beginners,3,Business
2019-04-06,The author's other books were better,Secrets Of R For Advanced Students,4,Individual
2019-09-27,it was okay,Fundamentals of R For Beginners,7,Business
2019-09-23,it was okay,R For Dummies,2,Business
2019-02-26,Never read a better book,R vs Python: An Essay,4,Business
2019-12-16,Awesome!,R vs Python: An Essay,1,Business
2019-10-24,Hated it,R For Dummies,4,Business
2019-08-12,Awesome!,Fundamentals of R For Beginners,1,Business
2019-07-18,Would not recommend,R vs Python: An Essay,2,Business
2019-03-11,Would not recommend,R For Dummies,5,Business
2019-07-17,it was okay,Fundamentals of R For Beginners,4,Business
2019-10-27,The author's other books were better,R For Dummies,6,Individual
2019-12-30,The author's other books were better,R For Dummies,7,Business
2019-12-17,The author's other books were better,R For Dummies,1,Individual
2019-02-10,,R For Dummies,2,Business
2019-02-08,The author's other books were better,R For Dummies,3,Individual
2019-07-19,it was okay,Fundamentals of R For Beginners,3,Business
2019-06-26,I learned a lot,R For Dummies,8,Individual
2019-12-29,,R vs Python: An Essay,5,Business
2019-07-14,it was okay,Fundamentals of R For Beginners,6,Business
2019-03-31,it was okay,Top 10 Mistakes R Beginners Make,,Individual
2019-06-20,,R For Dummies,1,Business
2019-05-29,Hated it,Fundamentals of R For Beginners,,Business
2019-10-13,,Secrets Of R For Advanced Students,6,Business
2019-03-25,I learned a lot,R vs Python: An Essay,2,Business
2019-05-03,A lot of material was not needed,Fundamentals of R For Beginners,4,Business
2019-01-02,it was okay,R For Dummies,5,Business
2019-12-23,Awesome!,R For Dummies,4,Individual
2019-03-05,it was okay,R For Dummies,3,Business
2019-07-22,Hated it,R For Dummies,,Business
2019-09-09,,Fundamentals of R For Beginners,5,Business
2019-12-22,OK,Fundamentals of R For Beginners,3,Business
2019-06-07,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
2019-07-08,The author's other books were better,Secrets Of R For Advanced Students,3,Individual
2019-07-26,OK,R For Dummies,4,Business
2019-06-06,Awesome!,R vs Python: An Essay,,Business
2019-12-26,OK,R vs Python: An Essay,4,Business
2019-08-09,it was okay,Secrets Of R For Advanced Students,4,Business
2019-12-23,it was okay,R For Dummies,,Individual
2019-09-30,A lot of material was not needed,R For Dummies,3,Business
2019-08-04,Would not recommend,Fundamentals of R For Beginners,5,Business
2019-08-30,Hated it,R For Dummies,1,Business
2019-05-27,NA,R For Dummies,,Individual
2019-08-15,Would not recommend,R vs Python: An Essay,3,Individual
2019-09-06,The author's other books were better,R vs Python: An Essay,,Business
2019-07-06,NA,R vs Python: An Essay,,Business
2019-12-31,I learned a lot,R vs Python: An Essay,5,Business
2019-05-16,The author's other books were better,R vs Python: An Essay,4,Individual
2019-05-05,Hated it,R For Dummies,,Business
2019-12-29,Awesome!,R For Dummies,7,Individual
2019-06-29,NA,Fundamentals of R For Beginners,1,Individual
2019-02-08,A lot of material was not needed,Fundamentals of R For Beginners,1,Individual
2019-01-12,OK,R For Dummies,3,Business
2019-06-25,it was okay,R vs Python: An Essay,3,Individual
2019-03-07,Never read a better book,Fundamentals of R For Beginners,6,Business
2019-02-25,The author's other books were better,R vs Python: An Essay,3,Business
2019-06-21,Would not recommend,R vs Python: An Essay,4,Individual
2019-09-23,Never read a better book,Fundamentals of R For Beginners,3,Business
2019-04-02,NA,R For Dummies,,Business
2019-10-02,Would not recommend,R vs Python: An Essay,4,Individual
2019-08-30,OK,Fundamentals of R For Beginners,,Individual
2019-10-03,Hated it,R For Dummies,3,Business
2019-10-12,A lot of material was not needed,R vs Python: An Essay,4,Business
2019-10-19,The author's other books were better,Fundamentals of R For Beginners,6,Individual
2019-04-02,Never read a better book,R vs Python: An Essay,6,Business
2019-01-25,The author's other books were better,R vs Python: An Essay,,Business
2019-05-07,NA,R For Dummies,,Business
2019-06-26,Never read a better book,R For Dummies,2,Business
2019-08-20,NA,R For Dummies,5,Individual
2019-12-13,I learned a lot,R For Dummies,3,Business
2019-02-24,it was okay,R For Dummies,,Business
2019-12-22,,Fundamentals of R For Beginners,6,Business
2019-09-21,I learned a lot,R For Dummies,,Business
2019-05-15,OK,R For Dummies,4,Individual
2019-11-03,OK,R For Dummies,7,Business
2019-07-04,Would not recommend,R vs Python: An Essay,1,Business
2019-01-24,,Fundamentals of R For Beginners,3,Business
2019-12-31,OK,R Made Easy,8,Individual
2019-08-23,The author's other books were better,R vs Python: An Essay,3,Individual
2019-12-14,,R For Dummies,3,Business
2019-06-29,Awesome!,Fundamentals of R For Beginners,5,Individual
2019-03-27,I learned a lot,Secrets Of R For Advanced Students,,Business
2019-10-14,Hated it,Fundamentals of R For Beginners,4,Business
2019-12-21,Hated it,R vs Python: An Essay,4,Business
2019-10-18,Would not recommend,Fundamentals of R For Beginners,1,Individual
2019-10-08,Awesome!,R vs Python: An Essay,4,Individual
2019-05-13,A lot of material was not needed,R For Dummies,2,Business
2019-10-27,OK,Fundamentals of R For Beginners,,Business
2019-11-27,,R vs Python: An Essay,6,Individual
2019-07-31,The author's other books were better,Secrets Of R For Advanced Students,7,Individual
2019-01-20,Would not recommend,Fundamentals of R For Beginners,5,Business
2019-01-12,Awesome!,R For Dummies,3,Individual
2019-08-22,OK,Fundamentals of R For Beginners,3,Business
2019-10-15,NA,R For Dummies,3,Individual
2019-07-28,NA,Fundamentals of R For Beginners,2,Individual
2019-12-15,Awesome!,Fundamentals of R For Beginners,5,Business
2019-06-20,NA,Secrets Of R For Advanced Students,1,Business
2019-01-04,Hated it,Fundamentals of R For Beginners,1,Business
2019-07-25,Would not recommend,R For Dummies,7,Business
2019-12-22,NA,R For Dummies,6,Business
2019-01-11,it was okay,Fundamentals of R For Beginners,7,Individual
2019-05-06,NA,Secrets Of R For Advanced Students,,Individual
2019-09-29,,R vs Python: An Essay,,Business
2019-10-08,I learned a lot,Fundamentals of R For Beginners,5,Business
2019-03-27,Awesome!,R For Dummies,2,Business
2019-07-10,Would not recommend,R For Dummies,3,Business
2019-07-12,Hated it,R For Dummies,3,Business
2019-08-28,Would not recommend,Secrets Of R For Advanced Students,1,Business
2019-10-25,I learned a lot,Fundamentals of R For Beginners,5,Individual
2019-11-16,,Fundamentals of R For Beginners,3,Business
2019-02-13,,Fundamentals of R For Beginners,5,Business
2019-06-11,The author's other books were better,R For Dummies,,Business
2019-05-31,A lot of material was not needed,Fundamentals of R For Beginners,1,Business
2019-06-04,The author's other books were better,Fundamentals of R For Beginners,2,Business
2019-11-16,Never read a better book,R For Dummies,,Individual
2019-11-26,NA,Secrets Of R For Advanced Students,1,Business
2019-11-27,OK,R vs Python: An Essay,3,Individual
2019-07-29,Awesome!,Fundamentals of R For Beginners,3,Business
2019-04-03,I learned a lot,Fundamentals of R For Beginners,2,Individual
2019-05-04,Never read a better book,R vs Python: An Essay,2,Individual
2019-06-22,Hated it,R For Dummies,5,Business
2019-11-02,Hated it,Secrets Of R For Advanced Students,4,Business
2019-03-25,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
2019-11-23,Awesome!,Secrets Of R For Advanced Students,,Business
2019-11-23,it was okay,R For Dummies,6,Individual
2019-07-21,NA,R For Dummies,2,Business
2019-12-24,OK,R vs Python: An Essay,2,Individual
2019-10-13,OK,R For Dummies,7,Individual
2019-06-23,,Secrets Of R For Advanced Students,5,Business
